trial,learning_rate,aug_norm,aug_flip,aug_rotate,conv1_size,residual_connections,midblock_repetitions,midblock_1_size,midblock_2_size,midblock_3_size,final_conv_size,dropout,val_accuracy
bayesopt_size512_cropTrue,0.00032768,False,True,0.4,64,True,3,640,256,256,1536,0.30000000000000004,0.9598484635353088
bayesopt_size512_cropTrue,8.192e-05,True,False,0.2,8,False,3,256,512,384,1536,0.30000000000000004,0.9242424368858337
bayesopt_size512_cropTrue,0.00016384,False,True,0.30000000000000004,16,False,3,512,256,768,1536,0.4,0.918181836605072
bayesopt_size512_cropTrue,0.00032768,False,True,0.4,32,True,2,256,384,,768,0.0,0.8901515007019043
bayesopt_size512_cropTrue,0.00032768,False,False,0.4,8,True,1,384,,,1280,0.15000000000000002,0.8742424249649048
