trial,learning_rate,aug_norm,aug_flip,aug_rotate,conv1_size,residual_connections,midblock_repetitions,midblock_1_size,final_conv_size,dropout,val_accuracy,midblock_2_size,midblock_3_size
bayesopt_size256_cropFalse,0.00524288,False,False,0.0,128,False,1,512,1408,0.1,0.9651514887809753,,
bayesopt_size256_cropFalse,0.00032768,False,True,0.4,64,True,3,640,1536,0.30000000000000004,0.9310606122016907,256,256
bayesopt_size256_cropFalse,0.00032768,False,True,0.4,32,True,2,256,768,0.0,0.8909090757369995,384,
bayesopt_size256_cropFalse,0.00016384,False,True,0.30000000000000004,16,False,3,512,1536,0.4,0.8598484992980957,256,768
bayesopt_size256_cropFalse,2.048e-05,False,False,0.0,16,True,1,768,1280,0.05,0.8272727131843567,,
