trial,learning_rate,aug_norm,aug_flip,aug_rotate,conv1_size,residual_connections,midblock_repetitions,midblock_1_size,final_conv_size,dropout,val_accuracy,midblock_2_size,midblock_3_size
bayesopt_size256_cropTrue,0.00032768,False,False,0.4,8,True,1,384,1280,0.15000000000000002,0.8969696760177612,,
bayesopt_size256_cropTrue,0.00032768,False,True,0.4,64,True,3,640,1536,0.30000000000000004,0.8909090757369995,256,256
bayesopt_size256_cropTrue,8.192e-05,True,False,0.2,8,False,3,256,1536,0.30000000000000004,0.8848484754562378,512,384
bayesopt_size256_cropTrue,0.00016384,False,True,0.30000000000000004,16,False,3,512,1536,0.4,0.8780303001403809,256,768
bayesopt_size256_cropTrue,0.00032768,False,True,0.4,32,True,2,256,768,0.0,0.8757575750350952,384,
